LS Xreceiver,LS Yreceiver,epoch,&T,vt_x,vt_y,vt,at_x,at_y,at
17.72405857895783,13.24569416339575,0,,0.0,0.0,0.0,0.0,0.0,0.0
17.71865900296438,13.24291186058687,1,1.0,0.02264993081836586,0.010338680373054743,0.02489794525524038,0.018780665753844517,0.010866075411817278,0.021697580533620062
17.6787587173211,13.2608069185241,2,1.0,0.03756133150768903,0.021732150823634555,0.043395161067240125,0.014755493759389893,0.00799615398784237,0.016782820820132754
17.643536339949,13.28637616223414,3,1.0,0.02296174467823242,0.01713331329852963,0.02864947020895687,0.012389670059796742,0.008591088732137653,0.015076827577248682
17.65423745193337,13.29507354512116,4,1.0,0.03314149796836929,0.0045499733593592495,0.03345237129350183,0.009808991663296851,0.007800921753887913,0.012532784912417064
17.70981933588574,13.29467098128946,5,1.0,0.04257972800482612,0.007568476927964696,0.0432471395582888,0.018097894060991493,0.004549097560712756,0.018660869702662678
17.73939690794302,13.27993659126523,6,1.0,0.015822169919299967,0.013648168480784761,0.02089530004175789,0.014277911104655594,0.005601045879682243,0.015337224666110651
17.74146367572434,13.26737464432789,7,1.0,0.017620434043084998,0.008525768274240342,0.01957468826144498,0.00561757334381241,0.005288425945186859,0.007715217381956082
17.70828957541949,13.26288505471675,8,1.0,0.027057316606924786,0.003071316590411044,0.027231073566165213,0.010859800041357559,0.003242239670469882,0.011333462622651487
17.68734904251049,13.26453809828643,9,1.0,0.014774599088049456,0.002041288933300578,0.014914946822627537,0.007630943373142962,0.0007423257881753464,0.007666964480151492
17.67874037724339,13.26696763258335,10,1.0,0.01775376831546005,0.001586665014060351,0.017824527911444846,0.006685629215220423,0.0003611407313801607,0.0066953760634687765
17.70563924860721,13.26622383685215,11,1.0,0.028145857518490303,0.0013190074705402566,0.02817674708263,0.00534758296882476,0.0022210504575803647,0.005790484327202914
17.73503209228037,13.26811805606203,12,1.0,0.02844893425310957,0.005493450842180891,0.02897446914601213,0.003740553809477909,0.003018263991352743,0.004806418658741276
17.76253711711343,13.25902537358755,13,1.0,0.02127090336877302,0.007355535453245743,0.022506781909629694,0.007082515322391458,0.0027380663021427942,0.007593354355411032
17.74750033520894,13.25340698515554,14,1.0,0.028257903129219386,0.003741487460025006,0.02850452275821981,0.005166443002275756,0.001973948693272831,0.005530696767988428
17.70602131085499,13.2515423986675,15,1.0,0.03160378937332453,0.004075336853349931,0.03186546521269904,0.008309381436705898,0.0014704788408299585,0.008438490853345828
17.68429275646229,13.24525631144884,16,1.0,0.01833091274401788,0.006682445141684923,0.01951095679612934,0.008532532505265422,0.0016346017951773817,0.008687694399678671
17.69922602755763,13.23817750838413,17,1.0,0.014538724362793687,0.006020349839665151,0.015735918094895097,0.005086778316433893,0.0010401211928225962,0.00519202905772885
17.71337020518788,13.23321561176951,18,1.0,0.008157356111150094,0.007438496923290572,0.01103964198703568,0.005498592658551793,0.0038371066995250835,0.0067050659242262455
17.71119967059583,13.24313070900147,19,1.0,0.003541539045690101,0.013694563238715318,0.014145089646634289,0.002864542274911841,0.003979145104249682,0.004902978503464126
17.7062871270965,13.26060473824694,20,1.0,0.00465480653005379,0.015396787131789935,0.016085032726540643,0.0007304688610174637,0.0020477047704350326,0.002174092818574805
17.70189005753572,13.27392428326505,21,1.0,0.004307136292382552,0.017789972779585383,0.01830394915146859,0.0009506935684795437,0.001492311186402695,0.0017694097711414922
17.70610726055971,13.29618468380611,22,1.0,0.0027534193930947026,0.017198536054575442,0.01741754749598236,0.0013239211322337852,0.00407873920983759,0.004288225822673259
17.70739689632191,13.3083213553742,23,1.0,0.0016592940279149815,0.009632494359910204,0.009774364647626781,0.0017531935008543442,0.00515302150855268,0.0054430982095718655
17.70942584861554,13.30119303822247,24,1.0,0.004071555664443949,0.012372495682350326,0.013025214583201425,0.0036710075665418174,0.006394452519909777,0.007373284178911577
17.70331168958028,13.2835763640095,25,1.0,0.009001309160998616,0.022421399399729758,0.024160768151159424,0.008406757208570426,0.005607912195764619,0.010105555202919649
17.69142323029354,13.25635023942301,26,1.0,0.0208850700815848,0.023588320073879565,0.03150547565456675,0.006862951855450383,0.0068410278235497834,0.009690189361039965
17.66154154941711,13.23639972386174,27,1.0,0.019042927291270217,0.011073185100929805,0.022028356908767796,0.001616518426310165,0.007549520456419767,0.007720647054781148
17.653337375711,13.23859557850233,28,1.0,0.01765203322896447,0.008489279161040031,0.019587295315855485,0.01538875997290301,0.008012982310694916,0.017349980375064737
17.68043726846282,13.25337828218382,29,1.0,0.04703865911246474,0.02193133784254009,0.05190008700052721,0.01577103319156059,0.009342597658877239,0.01833056515618011
17.74741469393593,13.28245825418741,30,1.0,0.044883218612843834,0.027174474478794508,0.052468613248750774,0.008697146819125479,0.004728649563242371,0.009899519659325734
17.77020370568851,13.30772723114141,31,1.0,0.029644365474213785,0.022960311988564186,0.03749619088628821,0.010708274288870001,0.004122236141595348,0.011474317803370675
17.73370398649266,13.32837887816454,32,1.0,0.02346667003510383,0.018930002195603812,0.030150117506603607,0.00982792955942191,0.0031895061558722126,0.010332528680981518
17.7232703656183,13.31117052079646,33,1.0,0.009988506355369964,0.01658129967681976,0.019357421268954428,0.007948562275801763,0.005296436975957164,0.009551538456844802
17.71372697378192,13.2952162788109,34,1.0,0.007569545483500306,0.024825471109950037,0.025953844313660816,0.0022082717377580607,0.007384587360532713,0.0077076970979093684
17.7081312746513,13.26151957857656,35,1.0,0.005571962879853842,0.031350474397885186,0.03184178096945778,0.003921962626276532,0.006242087251942419,0.007371936251947107
17.71367950128039,13.23251533001513,36,1.0,0.011418305528760442,0.0253913031819355,0.027840545584185108,0.008993200531189238,0.009416485319455159,0.013021054164916791
17.73096788570882,13.21073697221269,37,1.0,0.02355836394223232,0.012517503758974868,0.026677413892478817,0.006782842963386493,0.010280845909023117,0.012316767078703689
17.70113954225279,13.2139936219282,38,1.0,0.02213273642893121,0.020205396154060473,0.029968584477333266,0.0014873073780758972,0.009258172407122789,0.009376877921615956
17.68670241285096,13.25114776452081,39,1.0,0.020583749186080524,0.031033848573220446,0.03723963597863233,0.0039234391833256055,0.009801688567662836,0.010557768410166375
17.65997204388063,13.27606131907464,40,1.0,0.014285858062279999,0.022258923857054747,0.02644892118498922,0.008749090603419774,0.008959468235765211,0.012522725639992835
